2.620512539241282735e+06,3.723787392470519990e+06,2.794366495101093315e+06,3.307073140108313411e+06,2.554925910382268950e+06,3.399287491937189363e+06,2.950291698112732265e+06,3.394362737255033106e+06,2.715842143861501012e+06,3.794481293374027126e+06
3.723566078103844076e+06,3.950726569311559200e+06,3.700010541956852190e+06,4.039237756635938771e+06,3.450384236049344297e+06,4.211187504727967083e+06,3.685379052590110339e+06,4.230011401624663733e+06,3.489684952569972724e+06,4.134903227741932496e+06
2.794738530943709426e+06,3.700258870145901106e+06,2.447701590901084244e+06,2.939824105461853556e+06,2.423649419834800996e+06,2.967005119685848244e+06,2.685768933729230426e+06,3.200175550756327342e+06,2.813344163088109344e+06,3.634914657388105057e+06
3.307131219041915610e+06,4.039001235788428225e+06,2.939373767412926070e+06,3.116521663953736424e+06,2.889592970576198306e+06,3.262707612437200733e+06,3.028771947546596173e+06,3.546073404999398626e+06,3.202417870250801556e+06,3.897270089585314505e+06
2.555018465397645719e+06,3.450584297924825922e+06,2.423613154824317433e+06,2.889698452381241135e+06,2.180391707674454898e+06,2.954925167825916782e+06,2.553820419673203025e+06,3.041101273692441639e+06,2.543577665156431496e+06,3.441260646380706225e+06
3.399271064303038176e+06,4.211152699624039233e+06,2.967026909664177336e+06,3.262882292359528597e+06,2.955020038976822980e+06,3.231121710791690741e+06,3.100589916216230486e+06,3.610965935784989037e+06,3.387159387484382838e+06,4.075511922746635042e+06
2.950051931822939776e+06,3.685176831399952061e+06,2.685814484217007644e+06,3.028915068149175961e+06,2.553955851856800728e+06,3.100494558812696487e+06,2.630248908280544914e+06,3.341297013808447402e+06,2.873700903616920114e+06,3.648408281547152903e+06
3.394845984105457552e+06,4.230233454320435412e+06,3.199979173718568869e+06,3.546387326606431510e+06,3.041258668319774326e+06,3.610989752855134197e+06,3.341221492911331356e+06,3.441155500947019085e+06,3.386377270027683116e+06,4.139863148962716106e+06
2.715851267131906468e+06,3.489328825342091732e+06,2.812673896938146092e+06,3.202283848023821134e+06,2.543466521002876572e+06,3.386233345432636328e+06,2.873837083320175298e+06,3.386189503934287000e+06,2.440640886144163087e+06,3.541621552888282575e+06
3.794516046252594795e+06,4.134867790054113138e+06,3.634761003157346509e+06,3.897260681432152167e+06,3.441371620981384534e+06,4.075318711199293844e+06,3.648270366186581552e+06,4.139635426530265249e+06,3.541828864232447930e+06,4.021107456823224202e+06
